institution,city,state,region,control,level,predominant_degree,admission_rate,sat_average,undergrad_enrollment,pct_pell_grant,pct_first_generation,median_family_income,cost_of_attendance,tuition_in_state,tuition_out_state,completion_rate,median_debt_at_graduation,median_earnings_6yr,median_earnings_10yr,earnings_p25_10yr,earnings_p75_10yr,pct_earning_over_25k_10yr,debt_to_earnings,latitude,longitude
Metropolitan Community College-Kansas City,Kansas City,MO,Plains,Public,2-year,Associate,,,10649,0.3095,0.4544,23286,14665,3630,9600,0.3364,10073,35026,40796,22969,59926,0.587,0.247,39.068668,-94.58966
Metropolitan Learning Institute,Rego Park,NY,Mid East,Private nonprofit,Less than 2-year,Certificate,,,357,0.8904,0.7651,15506,,,,0.9935,,20818,25916,12074,48094,0.298,,40.72921,-73.858441
Metropolitan State University,Saint Paul,MN,Plains,Public,4-year,Bachelor's,0.9871,1020,5616,0.4755,0.3713,28315,25172,9840,9840,0.4357,17100,54828,64705,44236,89487,0.798,0.264,44.957256,-93.074361
Metropolitan State University of Denver,Denver,CO,Rocky Mountains,Public,4-year,Bachelor's,0.988,1019,15002,0.3551,0.4047,32101,24622,11124,30684,0.3154,21500,45391,52093,30445,75678,0.711,0.413,39.744202,-105.00504
Miami Ad School,Miami,FL,Southeast,Private for-profit,2-year,Certificate,,,32,0.2121,,24014,66800,19400,19400,,25967,74706,106192,48682,158386,0.881,0.245,25.808818,-80.190728
Miami Ad School-Atlanta,Atlanta,GA,Southeast,Private for-profit,2-year,Certificate,,,65,0.2162,,24014,61886,19400,19400,,25967,74706,106192,48682,158386,0.881,0.245,33.790763,-84.384562
Miami Ad School-New York,Astoria,NY,Mid East,Private for-profit,2-year,Certificate,,,31,0.0625,,24014,,19400,19400,,25967,74706,106192,48682,158386,0.881,0.245,40.755046,-73.925071
Miami Dade College,Miami,FL,Southeast,Public,4-year,Certificate,,,46182,0.4974,0.4859,18391,13567,2838,9661,0.4594,9252,33107,40654,20876,62653,0.595,0.228,25.777717,-80.190856
Miami Lakes Educational Center and Technical College,Miami Lakes,FL,Southeast,Public,2-year,Certificate,,,665,0.1648,0.5734,17084,,,,0.0455,,35651,35014,16880,56469,0.604,,25.915514,-80.294424
Miami Lakes Educational Center and Technical College -,Miami Lakes,FL,Southeast,Public,2-year,Not classified,,,,,0.5156,16112,,,,,,30120,37543,17342,61088,0.523,,,
Miami Media School,Doral,FL,Southeast,Private for-profit,2-year,Certificate,,,28,0.7757,0.4326,10759,,,,0.6538,9500,28710,28918,16416,44265,0.591,0.329,25.783576,-80.325673
Miami Regional University,Miami Springs,FL,Southeast,Private for-profit,4-year,Associate,,,312,0.3091,0.5175,15992,,,,0.8448,22500,43161,29081,14496,50608,,0.774,25.810667,-80.267007
Miami University-Hamilton,Hamilton,OH,Great Lakes,Public,4-year,Bachelor's,,,2043,0.3036,0.2286,79777,15352,7491,19407,0.2494,23000,49773,55076,34102,84230,0.791,0.418,39.377448,-84.563385
Miami University-Middletown,Middletown,OH,Great Lakes,Public,4-year,Bachelor's,,,837,0.2721,0.2286,79777,14890,7491,19407,0.3175,23000,49773,55076,34102,84230,0.791,0.418,39.523776,-84.35724
Miami University-Oxford,Oxford,OH,Great Lakes,Public,4-year,Bachelor's,0.754,1317,16656,0.1259,0.2286,79777,38757,18161,41221,0.7979,23000,49773,55076,34102,84230,0.791,0.418,39.507757,-84.732954
Michigan Career and Technical Institute,Plainwell,MI,Great Lakes,Public,Less than 2-year,Certificate,,,118,0.0,0.3367,21175,,8549,12409,0.3784,,29458,29376,15172,41016,0.371,,42.504599,-85.517049
Michigan College of Beauty-Monroe,Monroe,MI,Great Lakes,Private for-profit,Less than 2-year,Certificate,,,70,0.407,0.5403,14118,,,,0.7451,6333,21810,22766,11432,36637,,0.278,41.907014,-83.407005
Michigan College of Beauty-Troy,Troy,MI,Great Lakes,Private for-profit,Less than 2-year,Certificate,,,230,0.7553,0.4965,15543,,,,0.6763,6333,19608,22058,9748,42903,0.364,0.287,42.570337,-83.12734
Michigan State University,East Lansing,MI,Great Lakes,Public,4-year,Bachelor's,0.848,1269,40922,0.2009,0.2095,70982,32198,16458,43842,0.8072,23250,55084,67253,46010,96911,0.837,0.346,42.73212,-84.476111
Michigan Technological University,Houghton,MI,Great Lakes,Public,4-year,Bachelor's,0.9243,1258,5955,0.2023,0.1854,77439,34152,19123,42988,0.6806,24990,69672,78198,48944,102434,0.874,0.32,47.11866,-88.548092
Mid Cities Barber College,Grand Prairie,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,22,0.4643,,,,,,0.6765,,,24664,12655,45008,,,32.710329,-97.006955
Mid Michigan College,Harrison,MI,Great Lakes,Public,2-year,Associate,,,2098,0.3121,0.4401,24224,17703,6132,10864,0.2752,13750,32868,37319,21167,57525,0.546,0.368,43.969586,-84.763715
Mid-America Christian University,Oklahoma City,OK,Southwest,Private nonprofit,4-year,Bachelor's,0.9176,1020,1666,0.5287,0.4978,29648,31313,21294,21294,0.4423,26394,39265,46116,24194,68732,0.722,0.572,35.347785,-97.578297
Mid-America College of Funeral Service,Jeffersonville,IN,Great Lakes,Private nonprofit,4-year,Associate,,,279,0.5134,,28486,35453,19000,19000,0.3214,16666,42193,44505,23991,67830,0.568,0.374,38.31209,-85.744696
Mid-America Technology Center,Wayne,OK,Southwest,Public,Less than 2-year,Certificate,,,173,0.0278,,24568,,,,1.0,,24206,38465,21165,64313,0.534,,34.912498,-97.364174
Mid-Atlantic Christian University,Elizabeth City,NC,Southeast,Private nonprofit,4-year,Bachelor's,0.6216,1000,132,0.3764,0.3504,34566,33011,17280,17280,0.2075,27000,29887,38342,17727,56747,0.656,0.704,36.303812,-76.216483
Mid-Del Technology Center,Midwest City,OK,Southwest,Public,Less than 2-year,Certificate,,,84,0.1323,0.557,14106,,,,0.7045,,,33238,,50791,,,35.455237,-97.402578
Mid-EastCTC-Adult Education,Zanesville,OH,Great Lakes,Public,Less than 2-year,Certificate,,,356,0.3185,0.5754,20220,,,,0.7212,7600,36143,40416,25044,57119,0.637,0.188,39.937192,-81.976056
Mid-Plains Community College,North Platte,NE,Plains,Public,2-year,Associate,,,937,0.1796,0.403,30829,13197,3600,4530,0.5378,9995,34852,40059,24240,57740,0.587,0.25,41.092717,-100.7715
Mid-State Technical College,Wisconsin Rapids,WI,Great Lakes,Public,2-year,Certificate,,,2288,0.2377,0.4536,25965,15840,5002,7171,0.5193,8000,39007,42253,25177,61295,0.652,0.189,44.391091,-89.783785
MidAmerica Nazarene University,Olathe,KS,Plains,Private nonprofit,4-year,Bachelor's,0.788,1048,983,0.3122,0.3225,45283,57355,37174,37174,0.5361,15000,57433,62972,38927,90384,0.741,0.238,38.875244,-94.781526
Middle Georgia State University,Macon,GA,Southeast,Public,4-year,Bachelor's,0.9968,1083,6574,0.4288,0.3563,27992,19617,5038,16390,0.2533,19000,39624,40863,24759,61811,0.639,0.465,32.808092,-83.732058
Middle Tennessee State University,Murfreesboro,TN,Southeast,Public,4-year,Bachelor's,0.6909,1121,16301,0.3177,0.3644,35325,24289,10266,31574,0.537,20000,39941,48541,30810,69704,0.728,0.412,35.848005,-86.360618
Middlebury College,Middlebury,VT,New England,Private nonprofit,4-year,Bachelor's,0.1075,1508,2738,0.1589,0.2157,57882,85880,67600,67600,0.914,13857,57291,76310,48442,124474,0.844,0.182,44.009117,-73.176068
Middlebury Institute of International Studies at Monterey,Monterey,CA,Far West,Private nonprofit,4-year,Bachelor's,,,4,0.4167,0.2157,57882,,,,,13857,57291,76310,48442,124474,0.844,0.182,36.599736,-121.897325
Middlesex College,Edison,NJ,Mid East,Public,2-year,Associate,,,8469,0.3249,0.5032,23554,10054,4764,7356,0.334,9750,37254,46861,24120,71712,0.675,0.208,40.504728,-74.366544
Middlesex Community College,Bedford,MA,New England,Public,2-year,Associate,,,5412,0.2,0.4976,27308,10342,6048,12120,0.2343,7291,40318,50651,29121,73366,0.657,0.144,42.524328,-71.274931
Midland College,Midland,TX,Southwest,Public,4-year,Certificate,,,5542,0.2121,0.5472,22124,12707,3180,6180,0.2315,10670,38470,43958,23400,70220,0.687,0.243,32.029646,-102.106153
Midland University,Fremont,NE,Plains,Private nonprofit,4-year,Bachelor's,0.6612,1086,1159,0.2806,0.3412,61980,55719,42050,42050,0.4212,26134,45145,52163,35105,71923,0.764,0.501,41.43674,-96.488008
Midlands Technical College,West Columbia,SC,Southeast,Public,2-year,Associate,,,7564,0.3727,0.3965,25792,14274,5100,14700,0.1793,12000,33067,38701,21433,57987,0.583,0.31,33.949325,-81.115761
Midway University,Midway,KY,Southeast,Private nonprofit,4-year,Bachelor's,0.9514,1122,1262,0.3195,0.4346,31774,48805,27220,27220,0.4069,21301,40738,44246,29241,65285,0.698,0.481,38.146126,-84.678142
Midwest College of Oriental Medicine-Racine,Racine,WI,Great Lakes,Private for-profit,4-year,Certificate,,,1,,,30309,,,,,,,44136,16563,72706,,,42.678051,-87.856679
Midwest College of Oriental Medicine-Skokie,Skokie,IL,Great Lakes,Private for-profit,4-year,Graduate,,,0,1.0,,30309,,,,,,,44136,16563,72706,,,42.044312,-87.754597
Midwest Institute,Earth City,MO,Plains,Private for-profit,2-year,Certificate,0.8718,,177,0.4958,0.4843,15823,,,,0.5455,9500,31483,30414,15407,42835,0.384,0.312,38.769983,-90.465613
Midwest Technical Institute-Illinois,Springfield,IL,Great Lakes,Private for-profit,Less than 2-year,Certificate,,,1326,0.653,0.513,16417,,,,0.6901,9500,30633,33601,17993,49314,0.555,0.283,39.840996,-89.595331
Midwest Technical Institute-Missouri,Springfield,MO,Plains,Private for-profit,Less than 2-year,Certificate,,,396,0.6473,0.513,16417,,,,0.8048,9500,30633,33601,17993,49314,0.555,0.283,37.147663,-93.256356
Midwestern Baptist Theological Seminary,Kansas City,MO,Plains,Private nonprofit,4-year,Bachelor's,0.964,,747,0.3008,,37100,29080,10120,10120,0.4828,15675,39712,50535,33088,65816,,0.31,39.185691,-94.573185
Midwestern Career College,Chicago,IL,Great Lakes,Private for-profit,2-year,Associate,,,887,0.4252,0.5295,16642,,,,0.536,7521,33475,36432,16789,54272,,0.206,41.886233,-87.632009
Midwestern State University,Wichita Falls,TX,Southwest,Public,4-year,Bachelor's,0.9352,,4087,0.4065,0.3818,41159,22652,10580,12530,0.4274,21030,46637,55747,37019,80113,0.771,0.377,33.874809,-98.519386
Mifflin County Academy of Science and Technology,Lewistown,PA,Mid East,Public,Less than 2-year,Certificate,,,56,0.6364,,24608,,,,0.619,,41578,47765,30038,65578,0.629,,40.605321,-77.554092
Milan Institute of Cosmetology-El Paso,El Paso,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,448,0.67,0.579,14392,,,,0.5379,6333,18829,22378,9957,38597,0.28,0.283,31.749325,-106.300156
Milan Institute of Cosmetology-Reno,Reno,NV,Far West,Private for-profit,Less than 2-year,Certificate,,,235,0.5787,0.579,14392,,,,0.7269,6333,18829,22378,9957,38597,0.28,0.283,39.485964,-119.788456
Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,225,0.6995,0.579,14392,,,,0.548,6333,18829,22378,9957,38597,0.28,0.283,29.358241,-98.500738
Milan Institute of Cosmetology-Vacaville,Vacaville,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,260,0.6699,0.579,14392,,,,0.5652,6333,18829,22378,9957,38597,0.28,0.283,38.370051,-121.960688
Milan Institute-Amarillo,Amarillo,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,271,0.7794,0.7199,15474,,,,0.6449,7702,28491,29491,15056,43124,0.449,0.261,35.185278,-101.916984
Milan Institute-Bakersfield,Bakersfield,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,582,0.7004,0.5988,12561,,,,0.5913,6333,21450,24879,11469,40411,0.26,0.255,35.385513,-119.023088
Milan Institute-Clovis,Clovis,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,560,0.6998,0.5988,12561,,,,0.6259,6333,21450,24879,11469,40411,0.26,0.255,36.810625,-119.725573
Milan Institute-Las Vegas,Las Vegas,NV,Far West,Private for-profit,Less than 2-year,Certificate,,,331,0.7012,0.5988,12561,,,,0.582,6333,21450,24879,11469,40411,0.26,0.255,36.14671,-115.171498
Milan Institute-Merced,Merced,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,359,0.6495,0.5988,12561,,,,0.5467,6333,21450,24879,11469,40411,0.26,0.255,37.322518,-120.481067
Milan Institute-Palm Desert,Palm Desert,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,356,0.6461,0.7199,15474,,,,0.4765,7702,28491,29491,15056,43124,0.449,0.261,33.783343,-116.353268
Milan Institute-San Antonio Ingram,San Antonio,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,379,0.7601,0.5988,12561,,,,0.617,6333,21450,24879,11469,40411,0.26,0.255,29.463767,-98.624719
Milan Institute-Sparks,Sparks,NV,Far West,Private for-profit,Less than 2-year,Certificate,,,171,0.6439,0.671,14636,,,,0.6234,8124,28817,32493,15177,44751,0.475,0.25,39.524564,-119.757909
Milan Institute-Visalia,Visalia,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,635,0.7369,0.671,14636,,,,0.507,8124,28817,32493,15177,44751,0.475,0.25,36.27164,-119.312151
Mildred Elley School-Albany Campus,Albany,NY,Mid East,Private for-profit,2-year,Certificate,,,369,0.6208,0.5631,14910,31734,15865,15865,0.3714,19000,32300,38830,16014,62525,0.462,0.489,42.680833,-73.788615
Mildred Elley-New York Campus,New York,NY,Mid East,Private for-profit,2-year,Certificate,,,961,0.6853,0.5631,14910,33249,17926,17926,0.3205,19000,32300,38830,16014,62525,0.462,0.489,40.70563,-74.013948
Miles College,Fairfield,AL,Southeast,Private nonprofit,4-year,Bachelor's,,,1155,0.7194,0.4165,17702,21154,13314,13314,0.158,31217,25822,32627,17195,47772,0.51,0.957,33.482442,-86.908751
Miles Community College,Miles City,MT,Rocky Mountains,Public,2-year,Associate,,,332,0.206,0.3775,43108,17452,5818,10626,0.6174,11500,35912,42862,23773,63732,0.652,0.268,46.40526,-105.826524
Miller-Motte College-Arizona Automotive Institute,Glendale,AZ,Southwest,Private for-profit,2-year,Certificate,,,689,0.7333,0.5862,16310,,,,0.6066,15917,26349,31102,15775,47146,0.449,0.512,33.537249,-112.157344
Miller-Motte College-Augusta,Augusta,GA,Southeast,Private for-profit,2-year,Certificate,,,506,0.8131,0.5862,16310,,,,0.5896,15917,26349,31102,15775,47146,0.449,0.512,33.423915,-82.055083
Miller-Motte College-Berks Technical Institute,Wyomissing,PA,Mid East,Private for-profit,2-year,Certificate,,,544,0.6173,0.5862,16310,,,,0.7574,15917,26349,31102,15775,47146,0.449,0.512,40.344627,-75.978873
Miller-Motte College-Berks Technical Institute-Allentown,Allentown,PA,Mid East,Private for-profit,2-year,Certificate,,,285,0.6379,0.5862,16310,,,,0.8324,15917,26349,31102,15775,47146,0.449,0.512,40.64006,-75.448981
Miller-Motte College-Berks Technical Institute-Lewisburg,Lewisburg,PA,Mid East,Private for-profit,2-year,Certificate,,,126,0.6853,0.5862,16310,,,,0.6552,15917,26349,31102,15775,47146,0.449,0.512,40.98239,-76.885311
Miller-Motte College-Chattanooga,Chattanooga,TN,Southeast,Private for-profit,4-year,Associate,,,4462,0.8617,0.5862,16310,,,,0.601,15917,26349,31102,15775,47146,0.449,0.512,35.034287,-85.181925
Miller-Motte College-Columbus,Columbus,GA,Southeast,Private for-profit,2-year,Certificate,,,190,0.947,0.5862,16310,,,,0.1282,15917,26349,31102,15775,47146,0.449,0.512,32.479997,-84.935912
Miller-Motte College-Fayetteville,Fayetteville,NC,Southeast,Private for-profit,2-year,Certificate,,,336,0.7,0.5862,16310,,,,0.7767,15917,26349,31102,15775,47146,0.449,0.512,35.11096,-78.88167
Miller-Motte College-Jacksonville,Jacksonville,NC,Southeast,Private for-profit,2-year,Certificate,,,195,0.5602,0.5862,16310,,,,0.75,15917,26349,31102,15775,47146,0.449,0.512,34.797826,-77.432163
Miller-Motte College-Macon,Macon,GA,Southeast,Private for-profit,2-year,Certificate,,,230,0.9132,0.5862,16310,,,,0.1316,15917,26349,31102,15775,47146,0.449,0.512,32.897821,-83.687065
Miller-Motte College-Raleigh,Raleigh,NC,Southeast,Private for-profit,2-year,Certificate,,,409,0.8068,0.5862,16310,,,,0.79,15917,26349,31102,15775,47146,0.449,0.512,35.834569,-78.585676
Miller-Motte College-STVT-Arlington,Arlington,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,268,0.7013,0.5862,16310,,,,0.837,15917,26349,31102,15775,47146,0.449,0.512,32.708476,-97.060733
Miller-Motte College-STVT-Corpus Christi,Corpus Christi,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,533,0.827,0.5862,16310,,,,0.681,15917,26349,31102,15775,47146,0.449,0.512,27.739649,-97.433269
Miller-Motte College-STVT-McAllen,McAllen,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,546,0.7884,0.5862,16310,,,,0.7843,15917,26349,31102,15775,47146,0.449,0.512,26.188539,-98.238293
Miller-Motte College-STVT-San Antonio,San Antonio,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,762,0.7137,0.5862,16310,,,,0.6866,15917,26349,31102,15775,47146,0.449,0.512,29.35599,-98.4891
Miller-Motte College-Tulsa,Tulsa,OK,Southwest,Private for-profit,2-year,Associate,,,389,0.8419,0.5862,16310,,,,0.7333,15917,26349,31102,15775,47146,0.449,0.512,36.109468,-95.903824
Millersville University of Pennsylvania,Millersville,PA,Mid East,Public,4-year,Bachelor's,0.8619,1110,5728,0.2731,0.3473,66601,26913,11128,22952,0.5763,23507,44813,55246,37409,73479,0.796,0.425,40.000337,-76.357381
Milligan University,Milligan,TN,Southeast,Private nonprofit,4-year,Bachelor's,0.7229,1189,818,0.2398,0.3187,59022,52511,40450,40450,0.6343,25219,43168,46641,33603,70084,0.706,0.541,36.300147,-82.29407
Millikin University,Decatur,IL,Great Lakes,Private nonprofit,4-year,Bachelor's,0.6668,1034,1382,0.3757,0.3185,49741,57475,26892,26892,0.5494,27000,43100,51262,33474,72474,0.811,0.527,39.842612,-88.976298
Millsaps College,Jackson,MS,Southeast,Private nonprofit,4-year,Bachelor's,0.4312,1181,549,0.3694,0.1672,65694,60061,44680,44680,0.5714,27000,46137,53848,36701,83784,0.801,0.501,32.322746,-90.179957
Milwaukee Area Technical College,Milwaukee,WI,Great Lakes,Public,2-year,Certificate,,,12024,0.3998,0.4901,21120,17359,5184,7427,0.2458,14955,33057,41113,22309,60024,0.61,0.364,43.04359,-87.920818
Milwaukee Career College,Milwaukee,WI,Great Lakes,Private for-profit,2-year,Certificate,0.7286,,67,0.9198,0.5216,18732,,,,0.4412,7046,30088,28355,12969,42010,,0.248,43.074192,-88.048714
Milwaukee Institute of Art & Design,Milwaukee,WI,Great Lakes,Private nonprofit,4-year,Bachelor's,0.6054,,837,0.3729,0.3006,48419,53528,43743,43743,0.6695,27000,29841,41174,22588,62110,0.626,0.656,43.030917,-87.907925
Milwaukee School of Engineering,Milwaukee,WI,Great Lakes,Private nonprofit,4-year,Bachelor's,0.5893,,2654,0.2417,0.236,68352,62648,50480,50480,0.6711,27000,75114,89070,66120,109311,0.901,0.303,43.045364,-87.907691
Mineral Area College,Park Hills,MO,Plains,Public,2-year,Associate,,,1592,0.3223,0.5329,25075,18497,5660,8570,0.4909,10500,31300,35352,21297,52043,0.535,0.297,37.845199,-90.481847
Mineral County Vocational Technical Center,Keyser,WV,Southeast,Public,Less than 2-year,Certificate,,,14,0.3939,,18815,,,,0.5789,,,46022,27505,50156,,,39.427976,-78.987462
Minneapolis College of Art and Design,Minneapolis,MN,Plains,Private nonprofit,4-year,Bachelor's,0.4848,1161,705,0.4211,0.2083,52219,59972,45484,45484,0.5116,27000,35198,40873,23889,59320,0.644,0.661,44.956988,-93.274705
Minneapolis Community and Technical College,Minneapolis,MN,Plains,Public,2-year,Certificate,,,5268,0.4012,0.387,19886,19683,6161,6161,0.1958,17954,32872,40086,17339,62236,0.612,0.448,44.972679,-93.284507
Minnesota North College,Hibbing,MN,Plains,Public,2-year,Associate,,,2013,0.3106,0.337,29958,16346,6022,6022,0.4161,12000,38107,45570,27113,67803,0.666,0.263,47.422361,-92.921698
Minnesota North College - Itasca,Grand Rapids,MN,Plains,Public,2-year,Not classified,,,,,0.337,29958,,6022,6022,,12000,38107,45570,27113,67803,0.666,0.263,,
Minnesota North College - Mesabi Range Eveleth,Eveleth,MN,Plains,Public,2-year,Not classified,,,,,0.337,29958,,6022,6022,,12000,38107,45570,27113,67803,0.666,0.263,,
Minnesota North College - Mesabi Range Virginia,Virginia,MN,Plains,Public,2-year,Not classified,,,,,0.337,29958,,6022,6022,,12000,38107,45570,27113,67803,0.666,0.263,,
Minnesota North College - Rainy River,International Falls,MN,Plains,Public,2-year,Not classified,,,,,0.337,29958,,6022,6022,,12000,38107,45570,27113,67803,0.666,0.263,,
